"WINE_NUM","WINE_TITLE","WINENERY","WINE_GRAPES","WINE_REGIONS","WINE_ALLERGENS","WINETYPE","WINE_REGION","WINE_COUNTRY","WINE_PRICE","WINE_ALCOHOL","WINESTYLE","WINE_IMAGENAME"
226,"Tinto2018","Pago de Carraovejas","90% Tempranillo, 6% Cabernet Sauvignon, 4% Merlot","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",44242,14.5,"Spanish Ribera Del Duero Red","388WZvIkRNO3hu9vpbHAvA_pb_x600.png"
227,"Ben Ry? Passito di Pantelleria2014","Donnafugata","100% Zibibbo","Italy / Terre Siciliane / Moscato di Pantelleria / Passito di Pantelleria","Contains sulfites","Dessert wine","Passito di Pantelleria","Italy",89169,14.4,"","tWuXrj0nRZCum1ezynysLA_pb_x600.png"
228,"Garnacha2017","Alto Moncayo","100% Grenache","Spain / Arag?n / Campo de Borja","Contains sulfites","Red wine","Campo de Borja","Spain",94651,16,"Spanish Grenache","zn3ggvroQZuY1eb46GLKOw_pb_x600.png"
229,"Lupi Rezerva2016","Gitana","Cabernet Sauvignon, Merlot, Saperavi","Moldova / Moldova","Contains sulfites","Red wine","Moldova","Moldova",39458,14.5,"","mAgKArJST5i-NofFJQeqSA_pb_x600.png"
230,"Dalmau Rioja2014","Marqu?s de Murrieta","100% Tempranillo","Spain / Rioja","Contains sulfites","Red wine","Rioja","Spain",77759,14.5,"Spanish Rioja Red","N5unnXb8S0mtR8sXF9DESQ_pb_x600.png"
231,"Toro2016","Pintia","100% Tinta de toro","Spain / Castilla y Le?n / Toro","Contains sulfites","Red wine","Toro","Spain",66765,15,"Spanish Toro Red","m-8vitNQSra7SXX1XUkLng_pb_x600.png"
232,"Torre Muga2016","Muga","100% Tempranillo","Spain / Rioja","Contains sulfites","Red wine","Rioja","Spain",88417,14.6,"Spanish Rioja Red","GpOndsWVRFeNzWTfI8LucA_pb_x600.png"
233,"Priorat Clos Martinet2014","Martinet","Shiraz/Syrah, Merlot, Cabernet Sauvignon, Carignan, Grenache","Spain / Catalunya / Priorat","Contains sulfites","Red wine","Priorat","Spain",87210,14.5,"Spanish Priorat Red","skJbTBICRjSUTVDJHWdyLA_pb_x600.png"
234,"Ribera del Duero2017","Ali?n","100% Tempranillo","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",93578,14.5,"Spanish Ribera Del Duero Red","9PHai5l2R2mVAOFdAN1HvQ_pb_x600.png"
235,"Regina Vides Ribera del Duero2014","Vi?a Sastre","100% Tempranillo","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",98807,,"Spanish Ribera Del Duero Red","NXSFSV_6T7i2VwZQs8CeUQ_pb_x600.png"
236,"La Cueva del Contador Rioja2016","Bodega Contador (Benjam?n Romeo)","100% Tempranillo","Spain / Rioja","Contains sulfites","Red wine","Rioja","Spain",83926,14.5,"Spanish Rioja Red","10wFwSamRYKGQtFYTpJi5g_pb_x600.png"
237,"Tokaji Asz? 5 Puttonyos2010","Oremus","100% Furmint","Hungary / Tokaj","Contains sulfites","Dessert wine","Tokaj","Hungary",74072,,"Hungarian Tokaji Asz?","Ys-_l45SQQeQpEdZaAnY9w_pb_x600.png"
238,"Prado Enea Gran Reserva1998","Muga","Tempranillo","Spain / Rioja","Contains sulfites","Red wine","Rioja","Spain",77009,,"Spanish Rioja Red","K1sV2MOLTfyVJxpmraJwTA_pb_x600.png"
239,"Evangelista Cabernet Franc2009","Ikon","Cabernet Franc","Hungary / Balaton","Contains sulfites","Red wine","Balaton","Hungary",80252,,"","wkguaVXIQ7e00zD0tilLZw_pb_x600.png"
240,"Les Memoires Saumur-Champigny2015","Domaine des Roches Neuves","Cabernet Franc","France / Loire Valley / Middle Loire / Saumur / Saumur-Champigny","Contains sulfites","Red wine","Saumur-Champigny","France",62877,13,"","dveaSpUsQjqH-nvI1ZQzew_pb_x600.png"
241,"Saumur Rouge2018","Guiberteau","100% Cabernet Franc","France / Loire Valley / Middle Loire / Saumur","Contains sulfites","Red wine","Saumur","France",32042,,"","RYcl8FwgQfWTPplGyN1tVg_pb_x600.png"
242,"Mephisto2016","Domaine de l'Ecu","100% Cabernet Franc","France / Vin de France","Contains sulfites","Red wine","Vin de France","France",36399,12,"","oksFpfFkTTyztxpvRKfeWg_pb_x600.png"
243,"Petit Hipperia2017","Pago de Vallegarc?a","43% Shiraz/Syrah, 20% Merlot, 18% Cabernet Sauvignon, 14% Petit Verdot, 5% Cabernet Franc","Spain / Castilla","Contains sulfites","Red wine","Castilla","Spain",52554,15,"Spanish Red","H9VM-iujTqerkdec19e6iw_pb_x600.png"
244,"Emeritvs (Emeritus)2013","Marqu?s de Gri?on","100% Cabernet Sauvignon","Spain / Castilla / Dominio de Valdepusa","Contains sulfites","Red wine","Dominio de Valdepusa","Spain",67234,15,"Spanish Red","Y4Y-SiEwSrqPi66jhoqNKw_pb_x600.png"
245,"Red King Rezerva2018","Crama Ferdi","Cabernet Sauvignon","Romania / Dealu Mare","Contains sulfites","Red wine","Dealu Mare","Romania",35377,,"","MxeDz07xQ3iUX2hdoedx2Q_150x200.jpg"
246,"La Basseta2016","Bodegas Mas Alta","100% Cari?ena","Spain / Catalunya / Priorat","Contains sulfites","Red wine","Priorat","Spain",82451,15.5,"Spanish Priorat Red","eLVK_ZYkSpq8wYZ5HNZLrQ_pb_x600.png"
247,"Proprietary Red2018","Paraduxx","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",56577,14.5,"Californian Red Blend","vlT903EeRi2hZwoFY2gYIQ_pb_x600.png"
248,"Stone Cairn2013","Andrew Januik","100% Cabernet Sauvignon","United States / Washington / Columbia Valley / Yakima Valley / Red Mountain","Contains sulfites","Red wine","Red Mountain","United States",89169,,"Washington State Cabernet Sauvignon","qa573Qf3RVOhHZUxeAWkvA_pb_x600.png"
249,"Cabernet Sauvignon Pago Valdebell?n2015","Abadia Retuerta","100% Cabernet Sauvignon","Spain / Castilla y Le?n","Contains sulfites","Red wine","Castilla y Le?n","Spain",90763,14.5,"Spanish Cabernet Sauvignon","Q1aV4mNnT1atk4vl8YNN7A_pb_x600.png"
250,"Haut-M?doc (Grand Cru Class?)2002","Ch?teau La Lagune","100% Cabernet Sauvignon","France / Bordeaux / M?doc / Haut-M?doc","Contains sulfites","Red wine","Haut-M?doc","France",74340,13,"Bordeaux M?doc","5PmFq7XiRCWHNs2QL_A_8A_pb_x600.png"
251,"Emeritvs (Emeritus)2011","Marqu?s de Gri?on","83% Cabernet Sauvignon, 11% Petit Verdot, 6% Shiraz/Syrah","Spain / Castilla / Dominio de Valdepusa","Contains sulfites, egg allergens, milk allergens","Red wine","Dominio de Valdepusa","Spain",63011,15,"Spanish Red","Y4Y-SiEwSrqPi66jhoqNKw_pb_x600.png"
252,"Private Collection Cabernet Sauvignon2003","Saxenburg","Cabernet Sauvignon","South Africa / Western Cape / Coastal Region / Stellenbosch","Contains sulfites","Red wine","Stellenbosch","South Africa",40531,,"South African Cabernet Sauvignon","xZ50vEWLR6alsc3WpJolpQ_pb_x600.png"
253,"Cabernet Sauvignon2016","Black Stallion","91% Cabernet Sauvignon, 5% Merlot, 2% Malbec, 1% Cabernet Franc, 1% Petit Verdot","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites, egg allergens, milk allergens","Red wine","Napa Valley","United States",77820,14.5,"Napa Valley Cabernet Sauvignon","EuImGKoYR9C0I78cIUZGVA_pb_x600.png"
254,"Napa Valley Cabernet Sauvignon2016","Louis M. Martini","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites, egg allergens, milk allergens","Red wine","Napa Valley","United States",89169,15,"Napa Valley Cabernet Sauvignon","2VMr_OpcQtyJrK8lsQR3tw_pb_x600.png"
255,"Ch?teau Giscours (Grand Cru Class?)2012","Ch?teau Giscours","69% Cabernet Sauvignon, 27% Merlot, 4% Cabernet Franc","France / Bordeaux / M?doc / Margaux","Contains sulfites","Red wine","Margaux","France",83389,13.5,"Bordeaux Margaux","fp0xBmQ5SyeFj1ySZU8AlQ_pb_x600.png"
256,"Ch?teau Giscours (Grand Cru Class?)2014","Ch?teau Giscours","70% Cabernet Sauvignon, 20% Merlot, 10% Petit Verdot","France / Bordeaux / M?doc / Margaux","Contains sulfites","Red wine","Margaux","France",84194,13.5,"Bordeaux Margaux","fp0xBmQ5SyeFj1ySZU8AlQ_pb_x600.png"
257,"Cabernet Sauvignon2013","Rutini","100% Cabernet Sauvignon","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",68093,,"Argentinian Cabernet Sauvignon","NqtMRGmmQv2bosBDKuRIOg_pb_x600.png"
258,"Margaux (Grand Cru Class?)2011","Ch?teau Malescot St. Exupery","50% Cabernet Sauvignon, 45% Merlot, 5% Cabernet Franc","France / Bordeaux / M?doc / Margaux","Contains sulfites","Red wine","Margaux","France",90361,13,"Bordeaux Margaux","FLhGFvXxSb6bRfebuha08g_pb_x600.png"
259,"Margaux (Grand Cru Class?)2015","Ch?teau Prieur?-Lichine","100% Cabernet Sauvignon","France / Bordeaux / M?doc / Margaux","Contains sulfites","Red wine","Margaux","France",78831,14,"Bordeaux Margaux","GsJpF4CYRs6XOy1eJKQVyQ_pb_x600.png"
260,"Margaux (Grand Cru Class?)2016","Ch?teau Prieur?-Lichine","100% Cabernet Sauvignon","France / Bordeaux / M?doc / Margaux","Contains sulfites","Red wine","Margaux","France",77088,14,"Bordeaux Margaux","GsJpF4CYRs6XOy1eJKQVyQ_pb_x600.png"
261,"Pagodes de Cos2016","Cos d'Estournel","65% Cabernet Sauvignon, 33% Merlot, 2% Petit Verdot","France / Bordeaux / M?doc / Saint-Est?phe","Contains sulfites","Red wine","Saint-Est?phe","France",77960,13,"Bordeaux Saint-Est?phe","IS_wNzFKT4evg-RKPLKLJQ_pb_x600.png"
262,"Haut-M?doc (Grand Cru Class?)2001","Ch?teau La Lagune","100% Cabernet Sauvignon","France / Bordeaux / M?doc / Haut-M?doc","Contains sulfites","Red wine","Haut-M?doc","France",92104,12.5,"Bordeaux M?doc","5PmFq7XiRCWHNs2QL_A_8A_pb_x600.png"
263,"Estate Cabernet Sauvignon2017","Ridge Vineyards","100% Cabernet Sauvignon","United States / California / Central Coast / San Francisco Bay / Santa Cruz Mountains","Contains sulfites","Red wine","Santa Cruz Mountains","United States",93042,13.3,"Californian Cabernet Sauvignon","feAnWdN2Rq-pp3e7lVCJgg_pb_x600.png"
264,"Cabernet Sauvignon2017","Four Virtues","100% Cabernet Sauvignon","United States / California / Central Valley / Lodi","Contains sulfites","Red wine","Lodi","United States",70000,,"Californian Cabernet Sauvignon","D9T0mjeATpWyMgsaJqkNpA_pb_x600.png"
265,"Vinyes Baixas Porrera2017","Bodegas Celler Francisco Castillo - Clos Dominic","100% Cabernet Sauvignon","Spain / Catalunya / Priorat","Contains sulfites","Red wine","Priorat","Spain",33450,,"Spanish Priorat Red","xnoJOxDBSi6B9iukjN4giw_pb_x600.png"
266,"Cabernet Sauvignon Aged in Bourbon Barrels2016","Robert Mondavi Private Selection","100% Cabernet Sauvignon","United States / California / Central Coast / Monterey County","Contains sulfites","Red wine","Monterey County","United States",40531,14.5,"Californian Cabernet Sauvignon","zzWVGMdcR4qPMvMpCWISSg_pb_x600.png"
267,"Napa Valley Cabernet Sauvignon2014","Louis M. Martini","100% Cabernet Sauvignon","United States / California / North Coast / Napa County / Napa Valley","Contains sulfites","Red wine","Napa Valley","United States",89169,15.5,"Napa Valley Cabernet Sauvignon","2VMr_OpcQtyJrK8lsQR3tw_pb_x600.png"
268,"Saint-Julien (Grand Cru Class?)2007","Ch?teau L?oville Poyferr?","100% Cabernet Sauvignon","France / Bordeaux / M?doc / Saint-Julien","Contains sulfites","Red wine","Saint-Julien","France",143451,13,"Bordeaux Saint-Julien","E_UMXGKaSziKGPL2ONLTsg_pb_x600.png"
269,"Meursault 'En la Barre'2018","Francois et Antoine Jobard","100% Chardonnay","France / Bourgogne / C?te de Beaune / Meursault","Contains sulfites","White wine","Meursault","France",90629,,"Burgundy C?te de Beaune White","41QnqnuZTcGAApldyMOJ0A_pb_x600.png"
270,"Mat?'s Vineyard Chardonnay2019","Kumeu River","100% Chardonnay","New Zealand / North Island / Auckland / Kumeu","Contains sulfites","White wine","Kumeu","New Zealand",69119,13,"New Zealand Chardonnay","sLl5OAJFSEGxRaD4Bdm2Wg_pb_x600.png"
271,"Meursault 'Les Tillets'2018","Francois et Antoine Jobard","100% Chardonnay","France / Bourgogne / C?te de Beaune / Meursault","Contains sulfites","White wine","Meursault","France",88350,,"Burgundy C?te de Beaune White","igwBlHNXRUqN2x15DSgnSw_pb_x600.png"
272,"Vieilles Vignes Saint-Aubin 1er Cru 'Clos de la Chateni?re'2018","Hubert Lamy","100% Chardonnay","France / Bourgogne / C?te de Beaune / Saint-Aubin / Saint-Aubin Premier Cru / Saint-Aubin 1er Cru 'La Chateni?re'","Contains sulfites","White wine","Saint-Aubin 1er Cru 'La Chateni?re'","France",89758,,"Burgundy C?te de Beaune White","fj4UvIaiREaCKLYxCCewJQ_pb_x600.png"
273,"Blanc de Blancs Brut Champagne Grand CruN.V.","Billecart-Salmon","100% Chardonnay","France / Champagne / Champagne Grand Cru","Contains sulfites","Sparkling wine","Champagne Grand Cru","France",99674,12,"French Champagne","p8xBSEKOSc-7SVQmUHnOFA_pb_x600.png"
274,"Grand Vintage Brut Champagne2012","Mo?t & Chandon","41% Chardonnay, 33% Pinot Noir, 26% Pinot Meunier","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",88819,12.5,"French Champagne","QRhTyEmKR8Wi_C1N2uqBWg_pb_x600.png"
275,"Rossj-Bass Langhe2017","Gaja","100% Chardonnay","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","White wine","Langhe","Italy",83725,13.5,"Northern Italy White","vBDEAf6nSvy7LfzWtayPug_pb_x600.png"
276,"Rossj-Bass Langhe2018","Gaja","100% Chardonnay","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","White wine","Langhe","Italy",89489,13.5,"Northern Italy White","vBDEAf6nSvy7LfzWtayPug_pb_x600.png"
277,"Baroness Nadine2018","Rupert & Rothschild","100% Chardonnay","South Africa / Western Cape","Contains sulfites","White wine","Western Cape","South Africa",79036,13,"South African Chardonnay","StYkIgMWTRaq_pEXX8APnw_pb_x600.png"
278,"Puligny-Montrachet2018","Etienne Sauzet","100% Chardonnay","France / Bourgogne / C?te de Beaune / Puligny-Montrachet","Contains sulfites","White wine","Puligny-Montrachet","France",93511,13,"Burgundy C?te de Beaune White","Ti4g9o0FTWqeLEyCJ5PoUQ_pb_x600.png"
279,"Reine de la Nuit2018","l'Octavin","100% Chardonnay","France / Jura / C?tes du Jura / Arbois","Contains sulfites","White wine","Arbois","France",57917,,"Jura White","MvecGUesTMW8y8hHhGmkRw_pb_x600.png"
280,"Chablis Premier Cru 'Mont?e de Tonnerre'2019","Jean-Paul & Benoit Droin","100% Chardonnay","France / Bourgogne / Chablis / Chablis Premier Cru / Chablis 1er Cru 'Montee de Tonnerre'","Contains sulfites","White wine","Chablis 1er Cru 'Montee de Tonnerre'","France",52688,,"Burgundy Chablis","-3OAVzf7QWufmGKa2P8PAg_pb_x600.png"
281,"Pouilly-Fuiss? Grand Beauregard2012","Joseph Burrier (Ch?teau de Beauregard)","Chardonnay","France / Bourgogne / M?connais / Pouilly-Fuiss?","Contains sulfites","White wine","Pouilly-Fuiss?","France",82183,13.5,"Burgundy White","qNPa3EtZQ86pVZShLKenbQ_pb_x600.png"
282,"Montserre Chablis2018","Ch?teau de B?ru","100% Chardonnay","France / Bourgogne / Chablis","Contains sulfites","White wine","Chablis","France",47258,,"Burgundy Chablis","Y4gX8RSXQRyUtZcQmVezgw_pb_x600.png"
283,"Longitude Blanc de Blancs Champagne Premier CruN.V.","Larmandier-Bernier","100% Chardonnay","France / Champagne / Champagne Premier Cru","Contains sulfites","Sparkling wine","Champagne Premier Cru","France",66095,12,"French Champagne","U_kXnWhoRpOmAaJfnx6rjQ_pb_x600.png"
284,"Brut R?serve ChampagneN.V.","B?r?che & Fils","100% Chardonnay","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",56241,12,"French Champagne","Ycxc-pbbQua7jnvF42RP4Q_pb_x600.png"
285,"La Colline Inspir?e Extra Brut Blanc de Blancs ChampagneN.V.","Jacques Lassaigne","100% Chardonnay","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",93444,12,"French Champagne","K8lBd2KcSfeC87rkWGo76w_pb_x600.png"
286,"Blanc d'Argile Extra Brut ChampagneN.V.","Vouette et Sorb?e","100% Chardonnay","France / Champagne","Contains sulfites","Sparkling wine","Champagne","France",91031,12,"French Champagne","TxjkdvkaSjeEuxH158VJEw_pb_x600.png"
287,"Slatnik2018","Radikon","100% Chardonnay","Italy / Friuli-Venezia Giulia","Contains sulfites","White wine","Friuli-Venezia Giulia","Italy",43572,13,"Northern Italy White","wEmXp0X2QLW1jSJsRq6Fkw_pb_x600.png"
288,"Quintaine Vir?-Cless?2017","Guillemot-Michel","100% Chardonnay","France / Bourgogne / M?connais / Vir?-Cless?","Contains sulfites","White wine","Vir?-Cless?","France",37807,,"Burgundy M?connais White","C34zELbSQdCMo0P4LwCGtA_pb_x600.png"
289,"Cuv?e Fleuron Blanc de Blancs Brut Champagne 1er Cru2014","Pierre Gimonnet & Fils","100% Chardonnay","France / Champagne / Champagne Premier Cru","Contains sulfites","Sparkling wine","Champagne Premier Cru","France",64084,12,"French Champagne","GjbtN76CQwKD2hoDAEjycA_pb_x600.png"
290,"Rossj-Bass Langhe2019","Gaja","100% Chardonnay","Italy / Piemonte / Langhe","Contains sulfites, egg allergens, milk allergens","White wine","Langhe","Italy",94986,13.5,"Northern Italy White","vBDEAf6nSvy7LfzWtayPug_pb_x600.png"
291,"Blanc de BlancsN.V.","House of Arras","100% Chardonnay","Australia / Tasmania","Contains sulfites","Sparkling wine","Tasmania","Australia",80000,,"","VH5cZVb8SFGv3gSqkYWrGQ_pb_x600.png"
292,"SOLdeSOL Chardonnay2007","Vi?a Aquitania","Chardonnay","Chile / South / Malleco Valley","Contains sulfites","White wine","Malleco Valley","Chile",74983,,"Chilean Chardonnay","NxhsZwBlRqWx2DeMeziRAA_pb_x600.png"
293,"Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger'N.V.","Delamotte","100% Chardonnay","France / Champagne / Champagne Grand Cru / Champagne Grand Cru 'Le Mesnil-sur-Oger'","Contains sulfites","Sparkling wine","Champagne Grand Cru 'Le Mesnil-sur-Oger'","France",62676,12,"French Champagne","afcGTDNRQ125gDtR3GZXkw_pb_x600.png"
294,"Garnacha2017","Alto Moncayo","100% Grenache","Spain / Arag?n / Campo de Borja","Contains sulfites","Red wine","Campo de Borja","Spain",94651,16,"Spanish Grenache","zn3ggvroQZuY1eb46GLKOw_pb_x600.png"
295,"Garnacha2018","Alto Moncayo","100% Garnacha","Spain / Arag?n / Campo de Borja","Contains sulfites","Red wine","Campo de Borja","Spain",46253,,"Spanish Grenache","zn3ggvroQZuY1eb46GLKOw_pb_x600.png"
296,"Atteca Armas Garnacha Old Vines2017","Bodegas Ateca","100% Garnacha","Spain / Arag?n / Calatayud","Contains sulfites","Red wine","Calatayud","Spain",41427,16,"Spanish Grenache","eIOKszz8RN-klq-bwAKycA_pb_x600.png"
297,"Propiedad  Rioja2017","Palacios Remondo","100% Garnacha","Spain / Rioja","Contains sulfites","Red wine","Rioja","Spain",32846,14.5,"Spanish Rioja Red","ZGckj1D-QwGs5sau_dlVgA_pb_x600.png"
298,"Priorat2017","Ferrer Bobet","100% Cari?ena","Spain / Catalunya / Priorat","Contains sulfites","Red wine","Priorat","Spain",36868,14.5,"Spanish Priorat Red","xf1DCjQqRc2pr74HIOjWmw_pb_x600.png"
299,"Les Terrasses Velles Vinyes Priorat2018","?lvaro Palacios","100% Garnacha","Spain / Catalunya / Priorat","Contains sulfites","Red wine","Priorat","Spain",39349,14.5,"Spanish Priorat Red","03lxgSbHQqSh4g9cMQ2ZEA_pb_x600.png"
300,"Clos Figueres2003","Clos Figueras","Shiraz/Syrah, Cari?ena, Garnacha","Spain / Catalunya / Priorat","Contains sulfites","Red wine","Priorat","Spain",76686,14.8,"Spanish Priorat Red","Q3a6Dd0RRoeDtPGaP0W9-Q_pb_x600.png"
301,"Salanques Priorat2017","Mas Doix","65% Garnacha, 25% Cari?ena, 10% Shiraz/Syrah","Spain / Catalunya / Priorat","Contains sulfites, egg allergens","Red wine","Priorat","Spain",96662,15,"Spanish Priorat Red","d4aKB84zRPWMKsebzjL3bA_pb_x600.png"
302,"Rouge2015","Amistat","Grenache","Spain / Catalunya","Contains sulfites","Red wine","Catalunya","Spain",48638,,"Spanish Grenache","KR-TRoCWR4uavhPMOa-MuA_pb_x600.png"
303,"Wallace (Shiraz - Grenache)2006","Glaetzer","100% Shiraz/Syrah","Australia / South Australia / Barossa / Barossa Valley","Contains sulfites","Red wine","Barossa Valley","Australia",40531,,"Australian Rh?ne Blend Red","2K6hwoqQSe2AH0woN8yqFQ_pb_x600.png"
304,"Planetes de Nin Priorat2018","Nin-Ortiz","Cari?ena, Garnacha","Spain / Catalunya / Priorat","Contains sulfites","Red wine","Priorat","Spain",46186,14.5,"Spanish Priorat Red","svgHkr29T-qerzAykHJKzw_pb_x600.png"
305,"Old Vine Grenache2010","Bethany","Grenache","Australia / South Australia / Barossa","Contains sulfites","Red wine","Barossa","Australia",52691,,"","y1t5kLQTT-i0Fa9iOxYNnA_pb_x600.png"
306,"Old Vine Grenache2011","Bethany","Grenache","Australia / South Australia / Barossa","Contains sulfites","Red wine","Barossa","Australia",56744,,"","y1t5kLQTT-i0Fa9iOxYNnA_pb_x600.png"
307,"Carril del Rey2017","Bernabeleva","100% Garnacha","Spain / Madrid","Contains sulfites","Red wine","Madrid","Spain",37271,13,"Spanish Grenache","M87HbFZDQbSCpY2K850QXQ_pb_x600.png"
308,"Indigena Garnatxa Tinto2010","Par?s Balt?","100% Grenache","Spain / Catalunya / Pened?s","Contains sulfites","Red wine","Pened?s","Spain",48638,,"Spanish Grenache","ev3wPjt0SmqYDc0sYy8ZYw_pb_x600.png"
309,"3er A?o Ribera del Duero Tinto2017","Tom?s Postigo","100% Tempranillo","Spain / Castilla y Le?n / Ribera del Duero","Contains sulfites","Red wine","Ribera del Duero","Spain",38209,15,"Spanish Ribera Del Duero Red","JNCvV5lqR1OUyNpU1Rdd9w_pb_x600.png"
310,"Malbec2015","Rutini","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",68093,,"Argentinian Malbec","L4CrWmKxTaaALVwLGOQbqg_pb_x600.png"
311,"Tinto De La Casa Malbec2018","Mat?as Riccitelli","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",70000,14,"Argentinian Malbec","k-mmriipTkC0EH5fYW0ZXQ_pb_x600.png"
312,"Tinto De La Casa Malbec2017","Mat?as Riccitelli","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",70000,,"Argentinian Malbec","k-mmriipTkC0EH5fYW0ZXQ_pb_x600.png"
313,"The Party Malbec2018","Mat?as Riccitelli","Malbec","Argentina / Mendoza / Uco Valley","Contains sulfites","Red wine","Uco Valley","Argentina",50000,,"Argentinian Malbec","5iARHgsbQPa8rwD8GSWtuQ_pb_x600.png"
314,"Single Vineyard (Las Compuertas) Malbec2004","Terrazas de los Andes","Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",77009,,"Argentinian Malbec","PHjpy4aUT7-jEz3PT3Oy9w_pb_x600.png"
315,"Tinto De La Casa Malbec2019","Mat?as Riccitelli","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",70000,14,"Argentinian Malbec","k-mmriipTkC0EH5fYW0ZXQ_pb_x600.png"
316,"Malbec2013","Rutini","Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",68093,14,"Argentinian Malbec","L4CrWmKxTaaALVwLGOQbqg_pb_x600.png"
317,"The Party Malbec2017","Mat?as Riccitelli","Malbec","Argentina / Mendoza / Uco Valley","Contains sulfites","Red wine","Uco Valley","Argentina",50000,,"Argentinian Malbec","5iARHgsbQPa8rwD8GSWtuQ_pb_x600.png"
318,"Malbec2014","Luigi Bosca","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",43774,14,"Argentinian Malbec","F7zv69HZS9OHt0UPrc6GRQ_pb_x600.png"
319,"Signature Malbec2016","Susana Balbo","100% Malbec","Argentina / Mendoza / Lujan de Cuyo","Contains sulfites","Red wine","Lujan de Cuyo","Argentina",56744,13.9,"Argentinian Malbec","NxzUz8kyTNiXDT9jTBEbRw_pb_x600.png"
320,"The Party Malbec2019","Mat?as Riccitelli","100% Malbec","Argentina / Mendoza / Uco Valley","Contains sulfites","Red wine","Uco Valley","Argentina",50000,,"Argentinian Malbec","5iARHgsbQPa8rwD8GSWtuQ_pb_x600.png"
321,"Malbec2013","Luigi Bosca","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",43774,13,"Argentinian Malbec","F7zv69HZS9OHt0UPrc6GRQ_pb_x600.png"
322,"La Mascota Malbec2018","Mascota Vineyards","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",60000,,"Argentinian Malbec","Adnq2WY6SuK92kez7hUaVg_pb_x600.png"
323,"Signature Malbec2017","Susana Balbo","100% Malbec","Argentina / Mendoza / Lujan de Cuyo","Contains sulfites","Red wine","Lujan de Cuyo","Argentina",80000,14.5,"Argentinian Malbec","NxzUz8kyTNiXDT9jTBEbRw_pb_x600.png"
324,"Ultra Malbec2013","Kaiken","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",44584,,"Argentinian Malbec","8K8jo9GJRqa_1N9FzlkaNw_pb_x600.png"
325,"Tinto De La Casa Malbec2016","Mat?as Riccitelli","Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",70000,,"Argentinian Malbec","k-mmriipTkC0EH5fYW0ZXQ_pb_x600.png"
326,"Hey Malbec2011","Mat?as Riccitelli","Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",40000,,"Argentinian Malbec","nlk0XwZLTGWX2zEOC6hEjw_pb_x600.png"
327,"Hey Malbec2010","Mat?as Riccitelli","Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",40000,,"Argentinian Malbec","nlk0XwZLTGWX2zEOC6hEjw_pb_x600.png"
328,"Ultra Malbec2005","Kaiken","Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",36478,,"Argentinian Malbec","8K8jo9GJRqa_1N9FzlkaNw_pb_x600.png"
329,"Hey Malbec2018","Mat?as Riccitelli","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",40000,14,"Argentinian Malbec","nlk0XwZLTGWX2zEOC6hEjw_pb_x600.png"
330,"Hey Malbec2019","Mat?as Riccitelli","100% Malbec","Argentina / Mendoza","Contains sulfites","Red wine","Mendoza","Argentina",40000,14,"Argentinian Malbec","nlk0XwZLTGWX2zEOC6hEjw_pb_x600.png"
331,"Petite Fleur Malbec2014","Monteviejo","Malbec","Argentina / Mendoza / Uco Valley","Contains sulfites","Red wine","Uco Valley","Argentina",44584,,"Argentinian Malbec","2OT8CarmSxy9BVC87sV_bw_pb_x600.png"
